,CJPL_0.001_N_alpha,CJPL_0.001_G,CJPL_0.001_mean,CJPL_0.005_N_alpha,CJPL_0.005_G,CJPL_0.005_mean,CJPL_0.01_N_alpha,CJPL_0.01_G,CJPL_0.01_mean,CJPL_0.05_N_alpha,CJPL_0.05_G,CJPL_0.05_mean,CJPL_0.1_N_alpha,CJPL_0.1_G,CJPL_0.1_mean,Kamioka_0.001_N_alpha,Kamioka_0.001_G,Kamioka_0.001_mean,Kamioka_0.005_N_alpha,Kamioka_0.005_G,Kamioka_0.005_mean,Kamioka_0.01_N_alpha,Kamioka_0.01_G,Kamioka_0.01_mean,Kamioka_0.05_N_alpha,Kamioka_0.05_G,Kamioka_0.05_mean,Kamioka_0.1_N_alpha,Kamioka_0.1_G,Kamioka_0.1_mean,LNGS_0.001_N_alpha,LNGS_0.001_G,LNGS_0.001_mean,LNGS_0.005_N_alpha,LNGS_0.005_G,LNGS_0.005_mean,LNGS_0.01_N_alpha,LNGS_0.01_G,LNGS_0.01_mean,LNGS_0.05_N_alpha,LNGS_0.05_G,LNGS_0.05_mean,LNGS_0.1_N_alpha,LNGS_0.1_G,LNGS_0.1_mean,SURF_0.001_N_alpha,SURF_0.001_G,SURF_0.001_mean,SURF_0.005_N_alpha,SURF_0.005_G,SURF_0.005_mean,SURF_0.01_N_alpha,SURF_0.01_G,SURF_0.01_mean,SURF_0.05_N_alpha,SURF_0.05_G,SURF_0.05_mean,SURF_0.1_N_alpha,SURF_0.1_G,SURF_0.1_mean,SNOlab_0.001_N_alpha,SNOlab_0.001_G,SNOlab_0.001_mean,SNOlab_0.005_N_alpha,SNOlab_0.005_G,SNOlab_0.005_mean,SNOlab_0.01_N_alpha,SNOlab_0.01_G,SNOlab_0.01_mean,SNOlab_0.05_N_alpha,SNOlab_0.05_G,SNOlab_0.05_mean,SNOlab_0.1_N_alpha,SNOlab_0.1_G,SNOlab_0.1_mean
0,27.844280119190838,3.3142453818625226,15.005787084782517,25.421267254406864,2.688746799140905,15.005787084782517,24.24320062770304,2.3846299634176344,15.005787084782517,21.161199951864848,1.589014272431309,15.005787084782517,19.5998504542428,1.185953309738991,15.005787084782517,32.02979183066369,3.287424282519446,18.059427130573436,29.45023751054364,2.6804186894596023,18.059427130573436,28.166257891916114,2.378280136375951,18.059427130573436,24.84191086937231,1.5960142929251269,18.059427130573436,23.117410773386638,1.1902150448415183,18.059427130573436,38.35996381935241,3.2785592009824343,22.729336475063235,35.4516148785806,2.6685264768052614,22.729336475063235,34.0159608926115,2.367394827930925,22.729336475063235,30.373941678556328,1.6034731156806468,22.729336475063235,28.467963994592765,1.2036900145302618,22.729336475063235,48.71809730643751,3.2541329251562967,30.690518526484652,45.406490839403986,2.656359493068015,30.690518526484652,43.81483314902504,2.369051598920851,30.690518526484652,39.61159490254868,1.6103309666557393,30.690518526484652,37.42178413931257,1.2150513014556352,30.690518526484652,49.039536605404535,3.2449364955574636,30.9787021644596,45.75372144931343,2.6545838431083655,30.9787021644596,44.15242441560751,2.366883559830181,30.9787021644596,39.919308944317876,1.606332272589767,30.9787021644596,37.73746702096753,1.2143272128143332,30.9787021644596
1,36.56052685158761,3.2870456757081334,21.366511796255644,33.71291704164362,2.67099893113184,21.366511796255644,32.36455173081952,2.379296023896411,21.366511796255644,28.769817212240625,1.6016176741262518,21.366511796255644,26.90311720373495,1.1977791779514266,21.366511796255644,42.274241722984286,3.265600193693509,25.714543371758698,39.19493214051073,2.6583551970946613,25.714543371758698,37.74653496445437,2.3727288530420405,25.714543371758698,33.84245109037081,1.6028369875625335,25.714543371758698,31.827196123549356,1.205425339692337,25.714543371758698,50.83529522282041,3.2468900114979684,32.363956197139444,47.463621019763146,2.654217478298745,32.363956197139444,45.83032819955913,2.367117439887954,32.363956197139444,41.52816271999618,1.6108832489620286,32.363956197139444,39.278120889399325,1.2153711350291727,32.363956197139444,64.99847490576366,3.2219130839979115,43.6997621267289,61.15414662545141,2.6403712925280822,43.6997621267289,59.32357153105948,2.3634553160063607,43.6997621267289,54.37898182217971,1.6154740439304842,43.6997621267289,51.79511102974366,1.2246050181880257,43.6997621267289,65.54438162320844,3.22730380793975,44.11010242180905,61.656031051891446,2.64184495077432,44.11010242180905,59.79160441320115,2.3611230690570815,44.11010242180905,54.822108279125416,1.6128789295481867,44.11010242180905,52.23668328506063,1.2235981960984172,44.11010242180905
2,48.36072721730559,3.2535716748818397,30.416811468313913,45.01605761850329,2.6471197487400744,30.416811468313913,43.49163971901094,2.3707139202770264,30.416811468313913,39.283426849448546,1.607685248842765,30.416811468313913,37.09078687423812,1.2101181059542827,30.416811468313913,56.18753784574151,3.236346546709822,36.606556334086946,52.630344657241295,2.6484133072687723,36.606556334086946,50.89871474191787,2.362209344852445,36.606556334086946,46.355344798163124,1.6112807144799517,36.606556334086946,43.961513137637304,1.2156279826015106,36.606556334086946,67.93048517552437,3.2202496201607924,46.07248779792273,63.968214907845955,2.6365044991397446,46.07248779792273,62.08315074823754,2.3587856835002956,46.07248779792273,57.014301820617796,1.6120128409641161,46.07248779792273,54.39788733091164,1.2265471635231784,46.07248779792273,87.49603690834415,3.2059285016409618,62.20984681513682,82.9394646637799,2.6282200855138975,62.20984681513682,80.79019060614476,2.3557227684482873,62.20984681513682,74.95956353763874,1.616482359653601,62.20984681513682,71.92356106139694,1.2315605175825497,62.20984681513682,88.18262001529062,3.2039084005186944,62.79399660581499,83.65300936848789,2.632295778270187,62.79399660581499,81.47876577562569,2.357917872875551,62.79399660581499,75.63242756884206,1.620141279364122,62.79399660581499,72.57720075399699,1.234588006163861,62.79399660581499
3,64.54824991761646,3.2284476546609793,43.30335756852822,60.68957920591377,2.6420706467379342,43.30335756852822,58.83744639939742,2.3606141104060385,43.30335756852822,53.90681946778166,1.6113389108983165,43.30335756852822,51.355862481511316,1.2236866242149727,43.30335756852822,75.32890162912503,3.215553480069883,52.1154822535812,71.12884724695373,2.633756405430279,52.1154822535812,69.13146579599643,2.3570764914655453,52.1154822535812,63.780565938045065,1.6158627830763275,52.1154822535812,60.96961761583729,1.2264865126723872,52.1154822535812,91.54043666796775,3.203979814938294,65.591799957844,86.88322404195276,2.628935529786843,65.591799957844,84.67962302144757,2.356848280319841,65.591799957844,78.71448706295182,1.6203095781950219,65.591799957844,75.59807797198205,1.2355143408151035,65.591799957844,118.56816580666654,3.1880060584720216,88.56599725206394,113.24415674012991,2.6222811799990304,88.56599725206394,110.7021871902323,2.352173560585573,88.56599725206394,103.83754246805167,1.6227419888729828,88.56599725206394,100.24547570203654,1.2410518923170977,88.56599725206394,119.53945499001073,3.187913465428557,89.39763101110105,114.18818894047034,2.621943300240247,89.39763101110105,111.64176129440926,2.352623467860571,89.39763101110105,104.74921545486112,1.6236417145216362,89.39763101110105,101.13179027375084,1.2410491264582597,89.39763101110105
4,86.8153723720963,3.2050493483669835,61.6501010496626,82.31363896177311,2.6317085109719147,61.6501010496626,80.14334405130127,2.355299717303512,61.6501010496626,74.36394120424234,1.6192348805058314,61.6501010496626,71.333910466857,1.2333301185042587,61.6501010496626,101.7299340657134,3.1965598906474084,74.19574202994944,96.82069326089817,2.626625525774132,74.19574202994944,94.48422201482265,2.3553747746660196,74.19574202994944,88.15697099464744,1.620817653727831,74.19574202994944,84.85356153889909,1.2373109884545281,74.19574202994944,124.14586998815456,3.183569486111029,93.38169884473868,118.71672514458432,2.6217451554930276,93.38169884473868,116.09032551596775,2.349957377528253,93.38169884473868,109.06231024542188,1.6226770988258423,93.38169884473868,105.38975188135328,1.2426296504708771,93.38169884473868,161.70984013238407,3.172176352410373,126.08959181775191,155.46209373425995,2.61578064160773,126.08959181775191,152.46017545134188,2.3484435330949482,126.08959181775191,144.35949633518658,1.6270341115840756,126.08959181775191,140.09471988429368,1.2472326322024239,126.08959181775191,163.03004601505936,3.1694621758533796,127.27357172507928,156.77340216468116,2.614871813539154,127.27357172507928,153.75955554410257,2.3477237499387065,127.27357172507928,145.62916490260946,1.6270440373881359,127.27357172507928,141.3527693788578,1.2479833461242393,127.27357172507928
5,117.64161247751677,3.188319589600213,87.7713971512384,112.34677058277363,2.623152986264956,87.7713971512384,109.80401294875844,2.3517413513778163,87.7713971512384,102.96522164610788,1.621774993879013,87.7713971512384,99.40109861031634,1.2413437458738328,87.7713971512384,138.30489568579708,3.1789214777315147,105.63265639087163,132.54974498844948,2.61896071121554,105.63265639087163,129.77804271414547,2.3492814948592007,105.63265639087163,122.33233015890474,1.6248335822073672,105.63265639087163,118.42311618798648,1.2444775208727439,105.63265639087163,169.4995026307363,3.170061736215708,132.94774925602098,163.07268634463065,2.612676590135008,132.94774925602098,159.99271425741802,2.345556663980131,132.94774925602098,151.70796711613,1.6270368261606085,132.94774925602098,147.34286234948635,1.2484598683481825,132.94774925602098,221.82559201116942,3.157981426898154,179.51405515391303,214.46690201831865,2.6087551862602267,179.51405515391303,210.90985444251862,2.3432699069883833,179.51405515391303,201.34343583737456,1.6292667172934003,179.51405515391303,196.29810475890451,1.2527012927825218,179.51405515391303,223.7202809617833,3.158788617721135,181.1996901957989,216.3192632368199,2.6089785109464927,181.1996901957989,212.75884480201572,2.3444805577529313,181.1996901957989,203.13388444308487,1.6294572083565289,181.1996901957989,198.06538473512416,1.2529262407003334,181.1996901957989
6,160.41711802214354,3.1724840671767693,124.95417062977432,154.1810124509042,2.614607550397284,124.95417062977432,151.1936420387192,2.3473600221376456,124.95417062977432,143.12865049172584,1.6258729753430734,124.95417062977432,138.89218598895235,1.2468825889122817,124.95417062977432,189.18945573685806,3.1645856209065255,150.38203103908393,182.4166297006087,2.6122895576110543,150.38203103908393,179.1452523948577,2.3455222144296,150.38203103908393,170.35139352437875,1.6284192489397225,150.38203103908393,165.71842697672506,1.2506199120080255,150.38203103908393,232.7030804651751,3.157145141830438,189.2686716238162,225.1400876855456,2.6074089637897355,189.2686716238162,221.51906473290086,2.344205311930358,189.2686716238162,211.6938658572805,1.6300346871849067,189.2686716238162,206.52035163125183,1.2539840918020109,189.2686716238162,305.875738244996,3.1473052808540927,255.5619553314616,297.1773370948752,2.6031894881336415,255.5619553314616,292.98051862999415,2.340663632345664,255.5619553314616,281.6525185116929,1.6320571128335972,255.5619553314616,275.6673684098131,1.2576647807220802,255.5619553314616,308.51891839792364,3.147789999334636,257.9616793358591,299.7734018737912,2.603277483137204,257.9616793358591,295.5698805595992,2.3415582397552592,257.9616793358591,284.17061553445086,1.6318182873445402,257.9616793358591,278.15920614681943,1.257536489063132,257.9616793358591
7,220.00885265000787,3.157651525508381,177.89317063522032,212.69519035270815,2.6093047861153713,177.89317063522032,209.15886594637786,2.344166490303834,177.89317063522032,199.63157044582832,1.629851115790454,177.89317063522032,194.6090342861546,1.2532830962829897,177.89317063522032,260.22875829363073,3.1530158934883343,214.0939848047957,252.22554170676318,2.6060473665152966,214.0939848047957,248.37951558976417,2.343196146998551,214.0939848047957,237.95093943751053,1.6304698482021192,214.0939848047957,232.46837584407487,1.2557717877175125,214.0939848047957,321.09041773465765,3.145566090473742,269.45562462926034,312.17501051925217,2.6024438867631394,269.45562462926034,307.8774757807774,2.3406401933042384,269.45562462926034,296.24837324102367,1.6322010108904776,269.45562462926034,290.1045344662344,1.25792138753909,269.45562462926034,423.69987424094876,3.13847166772821,363.83520692839767,413.41036121030305,2.599032519878286,363.83520692839767,408.45022566870836,2.3389919055354267,363.83520692839767,394.9926011907337,1.6334609966516493,363.83520692839767,387.8906718626118,1.2611344644394582,363.83520692839767,427.3956158782191,3.1384155930663904,367.2516155975934,417.045455021429,2.5983267051950727,367.2516155975934,412.06484721732573,2.3384301715023983,367.2516155975934,398.5675678372782,1.6341193196690162,367.2516155975934,391.42795711653497,1.261562364530424,367.2516155975934
8,303.35454468845273,3.148124475088592,253.2553011714375,294.69005016099976,2.6036670068459467,253.2553011714375,290.52068227194457,2.341673248542486,253.2553011714375,279.22315420903834,1.6317618385876431,253.2553011714375,273.26608041837216,1.2574326375102716,253.2553011714375,359.6684842115826,3.14328284998687,304.792119939858,350.2038384137524,2.601154026178313,304.792119939858,345.65233640973486,2.3404469188329955,304.792119939858,333.305424915918,1.6332237697801484,304.792119939858,326.7847667153534,1.259724662022714,304.792119939858,445.0356874242713,3.136374974420872,383.60699921276455,434.4973257016211,2.598316048849942,383.60699921276455,429.4085299946373,2.3384965415479027,383.60699921276455,415.61230577222494,1.6341003766210418,383.60699921276455,408.31880133710126,1.2617146810745659,383.60699921276455,589.2212241110211,3.130724214822035,517.9692653652697,577.0262922810825,2.5948937752080607,517.9692653652697,571.1525141740104,2.336807125016165,517.9692653652697,555.1963193356754,1.63571137359905,517.9692653652697,546.7524891981111,1.2646997699483233,517.9692653652697,594.4157348443819,3.1305947183351583,522.8329911808946,582.1673643791498,2.5949253387577658,522.8329911808946,576.2640060611625,2.336748277850308,522.8329911808946,560.2325830483821,1.6356311420341434,522.8329911808946,551.7491893829786,1.2646189952055624,522.8329911808946
9,420.13795073082997,3.1383281521363555,360.5471290912978,409.8920301125938,2.5987306061371993,360.5471290912978,404.9508933533727,2.3385075018339667,360.5471290912978,391.57359077656935,1.633996905715968,360.5471290912978,384.4980646636594,1.2613669909005247,360.5471290912978,499.2041755786799,3.1341552193899638,433.9175658146503,488.0004632661983,2.5963087368168365,433.9175658146503,482.6158017558034,2.337812162428151,433.9175658146503,467.9633777405773,1.6344064967025362,433.9175658146503,460.22413577450044,1.2628757082334778,433.9175658146503,619.2574107533455,3.12953706789567,546.1224370259642,606.7562657037115,2.594597423700203,546.1224370259642,600.7248542629522,2.3365057787103964,546.1224370259642,584.351253771133,1.6358589190414148,546.1224370259642,575.6838169460419,1.2649684483771597,546.1224370259642,822.2412251463091,3.124031022707245,737.4073937293708,807.7912177617756,2.5919052116523598,737.4073937293708,800.8138127110641,2.33496019959359,737.4073937293708,781.8585590881261,1.636927358540996,737.4073937293708,771.8171911592016,1.2671510040320997,737.4073937293708,829.5647030010997,3.1240994414412584,744.3316412037551,815.0393734128771,2.5916936695917006,744.3316412037551,808.0310783904433,2.3348143541788744,744.3316412037551,788.991145003153,1.6369320535084813,744.3316412037551,778.9054229881547,1.2672539280352322,744.3316412037551
10,584.2275783210624,3.1310114799594824,513.2915731419396,572.0883666360157,2.5952044374348264,513.2915731419396,566.2400682681048,2.337069104300129,513.2915731419396,550.3540454055559,1.6358832984749918,513.2915731419396,541.9414778708166,1.2645648761774348,513.2915731419396,695.4762544944498,3.1274497278132602,617.7451212335799,682.2055111682214,2.5935120266323914,617.7451212335799,675.8031419273868,2.335917841398922,617.7451212335799,658.4194985282402,1.6365009084872773,617.7451212335799,649.2105628874652,1.2659867778552765,617.7451212335799,864.5807642168853,3.123562109762881,777.4851668786532,849.7535957984827,2.5918063967049827,777.4851668786532,842.5970349558687,2.335146324699378,777.4851668786532,823.1416014799652,1.6374043412745913,777.4851668786532,812.8357466308544,1.2677992326445162,777.4851668786532,1150.8498414378819,3.118527324278489,1049.8072807508095,1133.7047336973544,2.589369248681794,1049.8072807508095,1125.4199749635036,2.3336725767953483,1049.8072807508095,1102.886006846972,1.638195395516675,1049.8072807508095,1090.9374520758997,1.2694211454793438,1049.8072807508095,1161.1828771366536,3.118590939004427,1059.6649597951787,1143.952971417468,2.5892949362602864,1059.6649597951787,1135.6361826109087,2.3338064186372702,1059.6649597951787,1112.99677301604,1.638332560663207,1059.6649597951787,1100.9944664603784,1.269626371136725,1059.6649597951787
11,815.2047230555718,3.124286787224159,730.7479111661244,800.8185572797206,2.5921034541480483,730.7479111661244,793.8709459765348,2.335092448029018,730.7479111661244,774.9975026916113,1.6369125361268657,730.7479111661244,765.0008163980549,1.2671079673270627,730.7479111661244,972.0101109102707,3.121059841763698,879.4532787891173,956.283691051405,2.5907575793442907,879.4532787891173,948.6836304964005,2.3344799686094304,879.4532787891173,928.0187160308891,1.637649349046241,879.4532787891173,917.0699317120725,1.268451200509124,879.4532787891173,1210.6061618388073,3.1181260403489564,1106.8673077594306,1193.001144789824,2.5889640152969022,1106.8673077594306,1184.5075526418916,2.333668243162128,1106.8673077594306,1161.384475770257,1.6386473778721964,1106.8673077594306,1149.117767954083,1.2699413476157084,1106.8673077594306,1614.9462743846675,3.114042306719244,1494.5588777930434,1594.5843894105028,2.587344553887273,1494.5588777930434,1584.7353652730458,2.332581358467578,1494.5588777930434,1557.9368876360531,1.6393892513207848,1494.5588777930434,1543.7177205178946,1.2715842382889004,1494.5588777930434,1629.550630945054,3.1142113899000208,1508.5927695371165,1609.0823162456538,2.587229034003744,1508.5927695371165,1599.192412401686,2.3326010930216485,1508.5927695371165,1572.2747452550288,1.6395720939808625,1508.5927695371165,1557.9840888161461,1.2716412746600432,1508.5927695371165
12,1140.9140599392786,3.118640803153315,1040.325193348119,1123.843753104241,2.58939579600484,1040.325193348119,1115.598472460165,2.3337604605896476,1040.325193348119,1093.165307859712,1.6382462865291898,1040.325193348119,1081.2719066879372,1.2695052176659296,1040.325193348119,1362.296432424737,3.116312832857125,1252.0287616517498,1343.6139193881895,2.5883198615929106,1252.0287616517498,1334.5837130642633,2.3331140732296665,1252.0287616517498,1310.014678428869,1.6387600763739834,1252.0287616517498,1296.9836572843274,1.2704858747580743,1252.0287616517498,1699.3859664073088,3.1136632632518055,1575.7854772625756,1678.4839993477158,2.587114481661264,1575.7854772625756,1668.3771653144165,2.3325096815102127,1575.7854772625756,1640.8724047455119,1.6396276133199146,1575.7854772625756,1626.2752762962334,1.2719062319889347,1575.7854772625756,2271.185508276359,3.110204494388109,2127.720421436455,2246.9716748341057,2.5852686005249432,2127.720421436455,2235.2654054675763,2.33148635706576,2127.720421436455,2203.3810874767796,1.6402606986159234,2127.720421436455,2186.4459488814355,1.2731208924615347,2127.720421436455,2291.8402422773443,3.1102793315507085,2147.699693246868,2267.5214580009533,2.5855261471618625,2147.699693246868,2255.755198715892,2.33163261539618,2147.699693246868,2223.7231430289094,1.6404416811279956,2147.699693246868,2206.709532262497,1.2733202688831116,2147.699693246868
13,1600.9027786641657,3.1141774469733092,1481.0552759518614,1580.6292561941905,2.587380100196208,1481.0552759518614,1570.8227644446722,2.332563314287958,1481.0552759518614,1544.1461695144033,1.6393853304854047,1481.0552759518614,1529.9863445651401,1.2714493575854204,1481.0552759518614,1913.8360389592117,3.112097429641433,1782.4463109654755,1891.6388823111029,2.5863355211213013,1782.4463109654755,1880.899392127179,2.331959929456767,1782.4463109654755,1851.681032742109,1.639893795147158,1782.4463109654755,1836.1643559077293,1.2723657483948878,1782.4463109654755,2390.6556951306325,3.109827272474483,2243.3614121724945,2365.8065170303207,2.585186056244199,2243.3614121724945,2353.787501559701,2.3314283315845885,2243.3614121724945,2321.0574598486014,1.6403982773405086,2243.3614121724945,2303.6758178876885,1.273419307587851,2243.3614121724945,3200.1212367993344,3.106967635183988,3029.121640106706,3171.329562414085,2.583838913199221,3029.121640106706,3157.396059428191,2.3306749077909084,3029.121640106706,3119.438327510946,1.641004014684319,3029.121640106706,3099.2652759767725,1.2744708799177096,3029.121640106706,3229.369154874762,3.1070315146564393,3057.5650596390697,3200.441969143614,2.583891029712259,3057.5650596390697,3186.4436996982286,2.3307360379304924,3057.5650596390697,3148.3096014791,1.6410909815231196,3057.5650596390697,3128.0415654452677,1.2745489231925664,3057.5650596390697
14,2251.327337222451,3.110511330748022,2108.497693514707,2227.2224711368326,2.5855610673496194,2108.497693514707,2215.5659314865607,2.331707611454465,2108.497693514707,2183.821142197872,1.6403768469759135,2108.497693514707,2166.960541279261,1.2731905343931254,2108.497693514707,2694.16641456119,3.108622419913823,2537.571687234352,2667.7721549156977,2.58465977639676,2537.571687234352,2654.99786545184,2.3310724219328067,2537.571687234352,2620.222092464144,1.6407251195376704,2537.571687234352,2601.744376460967,1.2739168417826334,2537.571687234352,3369.317741513974,3.106638367480301,3193.75140151038,3339.7630186983843,2.5836688971520085,3193.75140151038,3325.462268935747,2.330617783279986,3193.75140151038,3286.498603549292,1.641157503907827,3193.75140151038,3265.789065557475,1.2747031750378832,3193.75140151038,4516.258684507346,3.1044143499117647,4312.395421862748,4481.991502874523,2.5825962988712314,4312.395421862748,4465.4094124652165,2.3300854798526665,4312.395421862748,4420.205161003406,1.6417185563834205,4312.395421862748,4396.170345055597,1.2757181963482551,4312.395421862748,4557.702561693012,3.104348116440945,4352.888768366049,4523.279965046697,2.582607264293329,4352.888768366049,4506.617647680689,2.330057703589991,4352.888768366049,4461.203783103718,1.6417229841857999,4352.888768366049,4437.056354919579,1.2757221305193835,4352.888768366049
15,3171.9886003617507,3.1070654359299983,3001.7577685102056,3143.327468068169,2.5839403795849423,3001.7577685102056,3129.456368743756,2.330764073034193,3001.7577685102056,3091.6679278151537,1.6410467203672339,3001.7577685102056,3071.5862978061064,1.2745153592759662,3001.7577685102056,3799.268792563268,3.105580639877684,3612.6079477042285,3767.865460712435,2.583105883603812,3612.6079477042285,3752.6694483120705,2.330281345337357,3612.6079477042285,3711.2576947356297,1.6412908917288331,3612.6079477042285,3689.2443070953113,1.2750418772366832,3612.6079477042285,4756.077134855482,3.103976489930314,4546.776650342716,4720.908263672235,2.582413677573198,4546.776650342716,4703.883135178303,2.329926930080814,4546.776650342716,4657.482145566929,1.6417891018359851,4546.776650342716,4632.806695395196,1.2758462451349761,4546.776650342716,6382.389711015735,3.1020559340594915,6139.331571611253,6341.60013081418,2.581474481317182,6139.331571611253,6321.847355549661,2.3293775391058515,6139.331571611253,6267.998344150933,1.6421236756395468,6139.331571611253,6239.357376255245,1.2765902084793526,6139.331571611253,6441.175043140963,3.1020379538682943,6196.979828857692,6400.197137764172,2.5814912342205756,6196.979828857692,6380.355617567282,2.329442278659148,6196.979828857692,6326.257004358735,1.6422218025449649,6196.979828857692,6297.480966232024,1.2766767090712257,6196.979828857692
